country_code,country,year,indicator_code,indicator,value,imputed,abs_change,pct_change,avg_annual_change
BRA,Brazil,2018,SE.TER.ENRR,matricula_terciaria_bruta_pct,54.14,False,9.37,20.07,0.407
BRA,Brazil,2019,SE.TER.ENRR,matricula_terciaria_bruta_pct,55.56,False,9.37,20.07,0.407
BRA,Brazil,2020,SE.TER.ENRR,matricula_terciaria_bruta_pct,54.66,False,9.37,20.07,0.407
BRA,Brazil,2021,SE.TER.ENRR,matricula_terciaria_bruta_pct,54.86,False,9.37,20.07,0.407
BRA,Brazil,2022,SE.TER.ENRR,matricula_terciaria_bruta_pct,55.46,True,9.37,20.07,0.407
BRA,Brazil,2023,SE.TER.ENRR,matricula_terciaria_bruta_pct,56.06,False,9.37,20.07,0.407
CHL,Chile,2000,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,93.84,False,2.24,2.39,0.097
CHL,Chile,2001,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,93.69,False,2.24,2.39,0.097
CHL,Chile,2002,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,93.59,False,2.24,2.39,0.097
CHL,Chile,2003,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,94.1,False,2.24,2.39,0.097
CHL,Chile,2004,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,94.43,False,2.24,2.39,0.097
CHL,Chile,2005,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,94.15,False,2.24,2.39,0.097
CHL,Chile,2006,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,94.39,False,2.24,2.39,0.097
CHL,Chile,2007,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,94.49,False,2.24,2.39,0.097
CHL,Chile,2008,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,94.58,False,2.24,2.39,0.097
CHL,Chile,2009,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,94.44,False,2.24,2.39,0.097
CHL,Chile,2010,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,94.56,False,2.24,2.39,0.097
CHL,Chile,2011,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,94.78666666666666,True,2.24,2.39,0.097
CHL,Chile,2012,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,95.01333333333334,True,2.24,2.39,0.097
CHL,Chile,2013,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,95.24,False,2.24,2.39,0.097
CHL,Chile,2014,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,95.38,False,2.24,2.39,0.097
CHL,Chile,2015,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,95.19,True,2.24,2.39,0.097
CHL,Chile,2016,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,95.0,False,2.24,2.39,0.097
CHL,Chile,2017,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,96.5,False,2.24,2.39,0.097
CHL,Chile,2018,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,95.78,True,2.24,2.39,0.097
CHL,Chile,2019,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,95.06,False,2.24,2.39,0.097
CHL,Chile,2020,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,97.37,False,2.24,2.39,0.097
CHL,Chile,2021,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,96.33,False,2.24,2.39,0.097
CHL,Chile,2022,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,96.08,False,2.24,2.39,0.097
CHL,Chile,2023,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,96.08,True,2.24,2.39,0.097
CHL,Chile,2000,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,0.0,False,5.7,,0.248
CHL,Chile,2001,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,0.17,False,5.7,,0.248
CHL,Chile,2002,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,0.56,False,5.7,,0.248
CHL,Chile,2003,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,0.11,False,5.7,,0.248
CHL,Chile,2004,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,1.33,False,5.7,,0.248
CHL,Chile,2005,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,1.66,False,5.7,,0.248
CHL,Chile,2006,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,1.98,False,5.7,,0.248
CHL,Chile,2007,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,1.8,False,5.7,,0.248
CHL,Chile,2008,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,1.86,False,5.7,,0.248
CHL,Chile,2009,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,1.915,True,5.7,,0.248
CHL,Chile,2010,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,1.97,False,5.7,,0.248
CHL,Chile,2011,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,2.68,False,5.7,,0.248
CHL,Chile,2012,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,2.755,True,5.7,,0.248
CHL,Chile,2013,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,2.83,False,5.7,,0.248
CHL,Chile,2014,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,3.9,False,5.7,,0.248
CHL,Chile,2015,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,4.0,False,5.7,,0.248
CHL,Chile,2016,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,4.48,False,5.7,,0.248
CHL,Chile,2017,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,4.98,False,5.7,,0.248
CHL,Chile,2018,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,5.15,False,5.7,,0.248
CHL,Chile,2019,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,5.42,False,5.7,,0.248
CHL,Chile,2020,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,5.57,False,5.7,,0.248
CHL,Chile,2021,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,5.6,False,5.7,,0.248
CHL,Chile,2022,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,5.7,False,5.7,,0.248
CHL,Chile,2023,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,5.7,True,5.7,,0.248
CHL,Chile,2000,SE.PRM.ENRR,matricula_primaria_bruta_pct,93.97,False,6.68,7.11,0.29
CHL,Chile,2001,SE.PRM.ENRR,matricula_primaria_bruta_pct,94.32,False,6.68,7.11,0.29
CHL,Chile,2002,SE.PRM.ENRR,matricula_primaria_bruta_pct,94.96,False,6.68,7.11,0.29
CHL,Chile,2003,SE.PRM.ENRR,matricula_primaria_bruta_pct,94.84,False,6.68,7.11,0.29
CHL,Chile,2004,SE.PRM.ENRR,matricula_primaria_bruta_pct,95.42,False,6.68,7.11,0.29
CHL,Chile,2005,SE.PRM.ENRR,matricula_primaria_bruta_pct,95.66,True,6.68,7.11,0.29
CHL,Chile,2006,SE.PRM.ENRR,matricula_primaria_bruta_pct,95.9,False,6.68,7.11,0.29
CHL,Chile,2007,SE.PRM.ENRR,matricula_primaria_bruta_pct,96.18,False,6.68,7.11,0.29
CHL,Chile,2008,SE.PRM.ENRR,matricula_primaria_bruta_pct,96.93,False,6.68,7.11,0.29
CHL,Chile,2009,SE.PRM.ENRR,matricula_primaria_bruta_pct,96.6,False,6.68,7.11,0.29
CHL,Chile,2010,SE.PRM.ENRR,matricula_primaria_bruta_pct,96.04,False,6.68,7.11,0.29
CHL,Chile,2011,SE.PRM.ENRR,matricula_primaria_bruta_pct,97.18,False,6.68,7.11,0.29
CHL,Chile,2012,SE.PRM.ENRR,matricula_primaria_bruta_pct,97.89,False,6.68,7.11,0.29
CHL,Chile,2013,SE.PRM.ENRR,matricula_primaria_bruta_pct,97.43,False,6.68,7.11,0.29
CHL,Chile,2014,SE.PRM.ENRR,matricula_primaria_bruta_pct,98.29,False,6.68,7.11,0.29
CHL,Chile,2015,SE.PRM.ENRR,matricula_primaria_bruta_pct,98.01,False,6.68,7.11,0.29
CHL,Chile,2016,SE.PRM.ENRR,matricula_primaria_bruta_pct,99.53,False,6.68,7.11,0.29
CHL,Chile,2017,SE.PRM.ENRR,matricula_primaria_bruta_pct,98.93,False,6.68,7.11,0.29
CHL,Chile,2018,SE.PRM.ENRR,matricula_primaria_bruta_pct,98.89,False,6.68,7.11,0.29
CHL,Chile,2019,SE.PRM.ENRR,matricula_primaria_bruta_pct,99.49,False,6.68,7.11,0.29
CHL,Chile,2020,SE.PRM.ENRR,matricula_primaria_bruta_pct,100.1,False,6.68,7.11,0.29
CHL,Chile,2021,SE.PRM.ENRR,matricula_primaria_bruta_pct,100.51,False,6.68,7.11,0.29
CHL,Chile,2022,SE.PRM.ENRR,matricula_primaria_bruta_pct,101.11,False,6.68,7.11,0.29
CHL,Chile,2023,SE.PRM.ENRR,matricula_primaria_bruta_pct,100.65,False,6.68,7.11,0.29
CHL,Chile,2000,SE.SEC.ENRR,matricula_secundaria_bruta_pct,94.19,True,7.45,7.91,0.324
CHL,Chile,2001,SE.SEC.ENRR,matricula_secundaria_bruta_pct,94.19,True,7.45,7.91,0.324
CHL,Chile,2002,SE.SEC.ENRR,matricula_secundaria_bruta_pct,94.19,False,7.45,7.91,0.324
CHL,Chile,2003,SE.SEC.ENRR,matricula_secundaria_bruta_pct,94.33,False,7.45,7.91,0.324
CHL,Chile,2004,SE.SEC.ENRR,matricula_secundaria_bruta_pct,94.88,False,7.45,7.91,0.324
CHL,Chile,2005,SE.SEC.ENRR,matricula_secundaria_bruta_pct,95.215,True,7.45,7.91,0.324
CHL,Chile,2006,SE.SEC.ENRR,matricula_secundaria_bruta_pct,95.55,False,7.45,7.91,0.324
CHL,Chile,2007,SE.SEC.ENRR,matricula_secundaria_bruta_pct,96.03,True,7.45,7.91,0.324
CHL,Chile,2008,SE.SEC.ENRR,matricula_secundaria_bruta_pct,96.51,False,7.45,7.91,0.324
CHL,Chile,2009,SE.SEC.ENRR,matricula_secundaria_bruta_pct,96.89,False,7.45,7.91,0.324
CHL,Chile,2010,SE.SEC.ENRR,matricula_secundaria_bruta_pct,96.84,False,7.45,7.91,0.324
CHL,Chile,2011,SE.SEC.ENRR,matricula_secundaria_bruta_pct,96.88,False,7.45,7.91,0.324
CHL,Chile,2012,SE.SEC.ENRR,matricula_secundaria_bruta_pct,98.24,False,7.45,7.91,0.324
CHL,Chile,2013,SE.SEC.ENRR,matricula_secundaria_bruta_pct,97.74,False,7.45,7.91,0.324
CHL,Chile,2014,SE.SEC.ENRR,matricula_secundaria_bruta_pct,98.08,False,7.45,7.91,0.324
CHL,Chile,2015,SE.SEC.ENRR,matricula_secundaria_bruta_pct,98.42,False,7.45,7.91,0.324
CHL,Chile,2016,SE.SEC.ENRR,matricula_secundaria_bruta_pct,99.03,False,7.45,7.91,0.324
CHL,Chile,2017,SE.SEC.ENRR,matricula_secundaria_bruta_pct,98.5,False,7.45,7.91,0.324
CHL,Chile,2018,SE.SEC.ENRR,matricula_secundaria_bruta_pct,100.22,False,7.45,7.91,0.324
CHL,Chile,2019,SE.SEC.ENRR,matricula_secundaria_bruta_pct,99.57,False,7.45,7.91,0.324
CHL,Chile,2020,SE.SEC.ENRR,matricula_secundaria_bruta_pct,100.25,False,7.45,7.91,0.324
CHL,Chile,2021,SE.SEC.ENRR,matricula_secundaria_bruta_pct,99.79,False,7.45,7.91,0.324
CHL,Chile,2022,SE.SEC.ENRR,matricula_secundaria_bruta_pct,100.67,False,7.45,7.91,0.324
CHL,Chile,2023,SE.SEC.ENRR,matricula_secundaria_bruta_pct,101.64,False,7.45,7.91,0.324
CHL,Chile,2000,SE.TER.ENRR,matricula_terciaria_bruta_pct,85.25,True,6.28,7.37,0.273
CHL,Chile,2001,SE.TER.ENRR,matricula_terciaria_bruta_pct,85.25,True,6.28,7.37,0.273
CHL,Chile,2002,SE.TER.ENRR,matricula_terciaria_bruta_pct,85.25,False,6.28,7.37,0.273
CHL,Chile,2003,SE.TER.ENRR,matricula_terciaria_bruta_pct,86.39,False,6.28,7.37,0.273
CHL,Chile,2004,SE.TER.ENRR,matricula_terciaria_bruta_pct,85.52,False,6.28,7.37,0.273
CHL,Chile,2005,SE.TER.ENRR,matricula_terciaria_bruta_pct,86.14,False,6.28,7.37,0.273
CHL,Chile,2006,SE.TER.ENRR,matricula_terciaria_bruta_pct,86.77,False,6.28,7.37,0.273
CHL,Chile,2007,SE.TER.ENRR,matricula_terciaria_bruta_pct,86.45,False,6.28,7.37,0.273
CHL,Chile,2008,SE.TER.ENRR,matricula_terciaria_bruta_pct,87.19,False,6.28,7.37,0.273
CHL,Chile,2009,SE.TER.ENRR,matricula_terciaria_bruta_pct,88.01,False,6.28,7.37,0.273
CHL,Chile,2010,SE.TER.ENRR,matricula_terciaria_bruta_pct,87.71,False,6.28,7.37,0.273
CHL,Chile,2011,SE.TER.ENRR,matricula_terciaria_bruta_pct,88.63,False,6.28,7.37,0.273
CHL,Chile,2012,SE.TER.ENRR,matricula_terciaria_bruta_pct,89.55,False,6.28,7.37,0.273
CHL,Chile,2013,SE.TER.ENRR,matricula_terciaria_bruta_pct,89.06,False,6.28,7.37,0.273
CHL,Chile,2014,SE.TER.ENRR,matricula_terciaria_bruta_pct,89.53,False,6.28,7.37,0.273
CHL,Chile,2015,SE.TER.ENRR,matricula_terciaria_bruta_pct,90.0,False,6.28,7.37,0.273
CHL,Chile,2016,SE.TER.ENRR,matricula_terciaria_bruta_pct,89.63,False,6.28,7.37,0.273
CHL,Chile,2017,SE.TER.ENRR,matricula_terciaria_bruta_pct,89.925,True,6.28,7.37,0.273
CHL,Chile,2018,SE.TER.ENRR,matricula_terciaria_bruta_pct,90.22,False,6.28,7.37,0.273
CHL,Chile,2019,SE.TER.ENRR,matricula_terciaria_bruta_pct,90.83,False,6.28,7.37,0.273
CHL,Chile,2020,SE.TER.ENRR,matricula_terciaria_bruta_pct,91.38,False,6.28,7.37,0.273
CHL,Chile,2021,SE.TER.ENRR,matricula_terciaria_bruta_pct,91.43,True,6.28,7.37,0.273
CHL,Chile,2022,SE.TER.ENRR,matricula_terciaria_bruta_pct,91.48,True,6.28,7.37,0.273
CHL,Chile,2023,SE.TER.ENRR,matricula_terciaria_bruta_pct,91.53,False,6.28,7.37,0.273
FIN,Finland,2000,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,99.81,False,0.24,0.24,0.01
FIN,Finland,2001,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,99.73,False,0.24,0.24,0.01
FIN,Finland,2002,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,100.38,False,0.24,0.24,0.01
FIN,Finland,2003,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,99.47,False,0.24,0.24,0.01
FIN,Finland,2004,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,100.21,False,0.24,0.24,0.01
FIN,Finland,2005,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,100.15,False,0.24,0.24,0.01
FIN,Finland,2006,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,99.685,True,0.24,0.24,0.01
FIN,Finland,2007,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,99.22,False,0.24,0.24,0.01
FIN,Finland,2008,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,99.85,False,0.24,0.24,0.01
FIN,Finland,2009,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,98.71,False,0.24,0.24,0.01
FIN,Finland,2010,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,100.35,False,0.24,0.24,0.01
FIN,Finland,2011,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,100.05,False,0.24,0.24,0.01
FIN,Finland,2012,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,100.5,False,0.24,0.24,0.01
FIN,Finland,2013,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,100.05,False,0.24,0.24,0.01
FIN,Finland,2014,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,100.55,False,0.24,0.24,0.01
FIN,Finland,2015,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,100.355,True,0.24,0.24,0.01
FIN,Finland,2016,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,100.16,False,0.24,0.24,0.01
FIN,Finland,2017,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,99.81,False,0.24,0.24,0.01
FIN,Finland,2018,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,99.93,False,0.24,0.24,0.01
FIN,Finland,2019,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,100.03,False,0.24,0.24,0.01
FIN,Finland,2020,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,100.14,False,0.24,0.24,0.01
FIN,Finland,2021,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,99.72,False,0.24,0.24,0.01
FIN,Finland,2022,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,100.2,False,0.24,0.24,0.01
FIN,Finland,2023,SE.ADT.LITR.ZS,alfabetizacao_adultos_pct,100.05,False,0.24,0.24,0.01
FIN,Finland,2000,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,5.46,False,0.2,3.66,0.009
FIN,Finland,2001,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,5.31,False,0.2,3.66,0.009
FIN,Finland,2002,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,6.49,False,0.2,3.66,0.009
FIN,Finland,2003,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,5.16,False,0.2,3.66,0.009
FIN,Finland,2004,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,5.34,True,0.2,3.66,0.009
FIN,Finland,2005,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,5.52,False,0.2,3.66,0.009
FIN,Finland,2006,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,6.8,False,0.2,3.66,0.009
FIN,Finland,2007,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,6.37,False,0.2,3.66,0.009
FIN,Finland,2008,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,6.29,False,0.2,3.66,0.009
FIN,Finland,2009,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,5.86,False,0.2,3.66,0.009
FIN,Finland,2010,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,5.65,False,0.2,3.66,0.009
FIN,Finland,2011,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,6.29,False,0.2,3.66,0.009
FIN,Finland,2012,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,6.23,False,0.2,3.66,0.009
FIN,Finland,2013,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,6.035,True,0.2,3.66,0.009
FIN,Finland,2014,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,5.84,False,0.2,3.66,0.009
FIN,Finland,2015,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,5.84,False,0.2,3.66,0.009
FIN,Finland,2016,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,5.85,False,0.2,3.66,0.009
FIN,Finland,2017,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,6.09,False,0.2,3.66,0.009
FIN,Finland,2018,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,6.49,False,0.2,3.66,0.009
FIN,Finland,2019,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,6.58,False,0.2,3.66,0.009
FIN,Finland,2020,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,6.38,False,0.2,3.66,0.009
FIN,Finland,2021,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,6.47,False,0.2,3.66,0.009
FIN,Finland,2022,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,6.66,False,0.2,3.66,0.009
FIN,Finland,2023,SE.XPD.TOTL.GD.ZS,gasto_publico_educacao_pct_pib,5.66,False,0.2,3.66,0.009
FIN,Finland,2000,SE.PRM.ENRR,matricula_primaria_bruta_pct,99.68,False,0.44,0.44,0.019
FIN,Finland,2001,SE.PRM.ENRR,matricula_primaria_bruta_pct,100.14,False,0.44,0.44,0.019
FIN,Finland,2002,SE.PRM.ENRR,matricula_primaria_bruta_pct,98.87,False,0.44,0.44,0.019
FIN,Finland,2003,SE.PRM.ENRR,matricula_primaria_bruta_pct,98.56,False,0.44,0.44,0.019
FIN,Finland,2004,SE.PRM.ENRR,matricula_primaria_bruta_pct,99.6,False,0.44,0.44,0.019
FIN,Finland,2005,SE.PRM.ENRR,matricula_primaria_bruta_pct,99.625,True,0.44,0.44,0.019
FIN,Finland,2006,SE.PRM.ENRR,matricula_primaria_bruta_pct,99.65,False,0.44,0.44,0.019
FIN,Finland,2007,SE.PRM.ENRR,matricula_primaria_bruta_pct,99.99,False,0.44,0.44,0.019
FIN,Finland,2008,SE.PRM.ENRR,matricula_primaria_bruta_pct,99.88,False,0.44,0.44,0.019
FIN,Finland,2009,SE.PRM.ENRR,matricula_primaria_bruta_pct,99.65,True,0.44,0.44,0.019
FIN,Finland,2010,SE.PRM.ENRR,matricula_primaria_bruta_pct,99.42,False,0.44,0.44,0.019
FIN,Finland,2011,SE.PRM.ENRR,matricula_primaria_bruta_pct,99.15,False,0.44,0.44,0.019
FIN,Finland,2012,SE.PRM.ENRR,matricula_primaria_bruta_pct,100.45,False,0.44,0.44,0.019
FIN,Finland,2013,SE.PRM.ENRR,matricula_primaria_bruta_pct,100.2,False,0.44,0.44,0.019
FIN,Finland,2014,SE.PRM.ENRR,matricula_primaria_bruta_pct,99.84,False,0.44,0.44,0.019
FIN,Finland,2015,SE.PRM.ENRR,matricula_primaria_bruta_pct,99.81,False,0.44,0.44,0.019
FIN,Finland,2016,SE.PRM.ENRR,matricula_primaria_bruta_pct,99.6,False,0.44,0.44,0.019
FIN,Finland,2017,SE.PRM.ENRR,matricula_primaria_bruta_pct,100.1,False,0.44,0.44,0.019
FIN,Finland,2018,SE.PRM.ENRR,matricula_primaria_bruta_pct,99.67,False,0.44,0.44,0.019
FIN,Finland,2019,SE.PRM.ENRR,matricula_primaria_bruta_pct,99.83,False,0.44,0.44,0.019
FIN,Finland,2020,SE.PRM.ENRR,matricula_primaria_bruta_pct,99.75,False,0.44,0.44,0.019
FIN,Finland,2021,SE.PRM.ENRR,matricula_primaria_bruta_pct,100.33,False,0.44,0.44,0.019
FIN,Finland,2022,SE.PRM.ENRR,matricula_primaria_bruta_pct,99.98,False,0.44,0.44,0.019
FIN,Finland,2023,SE.PRM.ENRR,matricula_primaria_bruta_pct,100.12,False,0.44,0.44,0.019
FIN,Finland,2000,SE.SEC.ENRR,matricula_secundaria_bruta_pct,117.14,False,0.77,0.66,0.033
FIN,Finland,2001,SE.SEC.ENRR,matricula_secundaria_bruta_pct,117.37,False,0.77,0.66,0.033
FIN,Finland,2002,SE.SEC.ENRR,matricula_secundaria_bruta_pct,117.7,False,0.77,0.66,0.033
FIN,Finland,2003,SE.SEC.ENRR,matricula_secundaria_bruta_pct,117.03,False,0.77,0.66,0.033
FIN,Finland,2004,SE.SEC.ENRR,matricula_secundaria_bruta_pct,117.59,False,0.77,0.66,0.033
FIN,Finland,2005,SE.SEC.ENRR,matricula_secundaria_bruta_pct,117.69,False,0.77,0.66,0.033
FIN,Finland,2006,SE.SEC.ENRR,matricula_secundaria_bruta_pct,117.92,True,0.77,0.66,0.033
FIN,Finland,2007,SE.SEC.ENRR,matricula_secundaria_bruta_pct,118.15,False,0.77,0.66,0.033
FIN,Finland,2008,SE.SEC.ENRR,matricula_secundaria_bruta_pct,117.9,False,0.77,0.66,0.033
FIN,Finland,2009,SE.SEC.ENRR,matricula_secundaria_bruta_pct,117.72,False,0.77,0.66,0.033
FIN,Finland,2010,SE.SEC.ENRR,matricula_secundaria_bruta_pct,117.52,False,0.77,0.66,0.033
FIN,Finland,2011,SE.SEC.ENRR,matricula_secundaria_bruta_pct,117.17,False,0.77,0.66,0.033
FIN,Finland,2012,SE.SEC.ENRR,matricula_secundaria_bruta_pct,118.22,False,0.77,0.66,0.033
FIN,Finland,2013,SE.SEC.ENRR,matricula_secundaria_bruta_pct,117.68,False,0.77,0.66,0.033
FIN,Finland,2014,SE.SEC.ENRR,matricula_secundaria_bruta_pct,117.32,False,0.77,0.66,0.033
FIN,Finland,2015,SE.SEC.ENRR,matricula_secundaria_bruta_pct,117.61,False,0.77,0.66,0.033
FIN,Finland,2016,SE.SEC.ENRR,matricula_secundaria_bruta_pct,118.1,False,0.77,0.66,0.033
FIN,Finland,2017,SE.SEC.ENRR,matricula_secundaria_bruta_pct,118.04,False,0.77,0.66,0.033
FIN,Finland,2018,SE.SEC.ENRR,matricula_secundaria_bruta_pct,117.53,False,0.77,0.66,0.033
FIN,Finland,2019,SE.SEC.ENRR,matricula_secundaria_bruta_pct,118.43,False,0.77,0.66,0.033
FIN,Finland,2020,SE.SEC.ENRR,matricula_secundaria_bruta_pct,117.43,False,0.77,0.66,0.033
FIN,Finland,2021,SE.SEC.ENRR,matricula_secundaria_bruta_pct,118.56,False,0.77,0.66,0.033
FIN,Finland,2022,SE.SEC.ENRR,matricula_secundaria_bruta_pct,118.12,False,0.77,0.66,0.033
FIN,Finland,2023,SE.SEC.ENRR,matricula_secundaria_bruta_pct,117.91,False,0.77,0.66,0.033
FIN,Finland,2000,SE.TER.ENRR,matricula_terciaria_bruta_pct,89.5,False,0.72,0.8,0.031
FIN,Finland,2001,SE.TER.ENRR,matricula_terciaria_bruta_pct,89.65,False,0.72,0.8,0.031
FIN,Finland,2002,SE.TER.ENRR,matricula_terciaria_bruta_pct,89.85,False,0.72,0.8,0.031
FIN,Finland,2003,SE.TER.ENRR,matricula_terciaria_bruta_pct,88.95,False,0.72,0.8,0.031
FIN,Finland,2004,SE.TER.ENRR,matricula_terciaria_bruta_pct,89.38,False,0.72,0.8,0.031
FIN,Finland,2005,SE.TER.ENRR,matricula_terciaria_bruta_pct,89.72,False,0.72,0.8,0.031
FIN,Finland,2006,SE.TER.ENRR,matricula_terciaria_bruta_pct,90.19,False,0.72,0.8,0.031
FIN,Finland,2007,SE.TER.ENRR,matricula_terciaria_bruta_pct,90.19,False,0.72,0.8,0.031
FIN,Finland,2008,SE.TER.ENRR,matricula_terciaria_bruta_pct,90.2,True,0.72,0.8,0.031
FIN,Finland,2009,SE.TER.ENRR,matricula_terciaria_bruta_pct,90.21,False,0.72,0.8,0.031
FIN,Finland,2010,SE.TER.ENRR,matricula_terciaria_bruta_pct,89.47,False,0.72,0.8,0.031
FIN,Finland,2011,SE.TER.ENRR,matricula_terciaria_bruta_pct,89.81,False,0.72,0.8,0.031
FIN,Finland,2012,SE.TER.ENRR,matricula_terciaria_bruta_pct,90.27,False,0.72,0.8,0.031
FIN,Finland,2013,SE.TER.ENRR,matricula_terciaria_bruta_pct,90.25,False,0.72,0.8,0.031
FIN,Finland,2014,SE.TER.ENRR,matricula_terciaria_bruta_pct,89.8,False,0.72,0.8,0.031
FIN,Finland,2015,SE.TER.ENRR,matricula_terciaria_bruta_pct,90.1,False,0.72,0.8,0.031
FIN,Finland,2016,SE.TER.ENRR,matricula_terciaria_bruta_pct,89.72,True,0.72,0.8,0.031
